,Product_ID,Review_ID,Sentence_ID,Sentence,Stemmed_Sentence,Clean_Sentence,Stemmed_Transactions,Opinion_Words,Infrequent_Opinions
346,1.0,43.0,347.0,"I decided to give it one last chance ... so I formatted my hard drive , reinstalled Windows XP ( which also required a day & night download / install of SP2 on dial - up ) and put NIS2004 back onto the computer .",i decid to give it one last chanc so i format my hard drive reinstal window xp which also requir a day night download instal of sp2 on dial up and put nis2004 back onto the comput,decid chanc format hard drive reinstal window xp requir day night download instal sp2 dial nis2004 comput,"['choic', 'window', 'instal', 'rep', 'comput', 'pc', 'disc', 'drive', 'download', 'rep', 'way', 'high']",{'hard'},"{('hard', 'windows')}"
347,1.0,43.0,348.0,It locked during install and I had to reformat the drive and start from scratch ( GRRRRRR ! ),it lock dure instal and i had to reformat the drive and start from scratch grrrrrr,lock dure instal reformat drive start scratch grrrrrr,"['scratch', 'drive', 'instal', 'grrrrrr']",set(),set()
348,1.0,43.0,349.0,"Blessedly , my DSL was installed just about this time and I set up a wireless network with my desktop .",bless my dsl was instal just about this time and i set up a wireless network with my desktop,bless dsl instal time set wireless network desktop,"['network', 'home', 'desktop', 'ms']",{'wireless'},"{('wireless', 'network')}"
349,1.0,43.0,350.0,"So when I reformatted for the third time , downloading SP2 took no NOT_time at all and the new XP was kind enough to even suggest other antivirus programs to try ( it also listed Norton and McAffee ) .",so when i reformat for the third time download sp2 took no not_tim at all and the new xp was kind enough to even suggest other antivirus program to tri it also list norton and mcaffe,reformat time download sp2 took not_tim new xp kind suggest antivirus program tri list norton mcaffe,"['antivirus', 'norton', 'pc', 'program', 'home', 'rep', 'mcafe']",{'new'},"{('new', 'kind')}"
350,1.0,43.0,351.0,I downloaded a trial version of Computer Associates EZ Firewall and Antivirus and fell in love with a computer security system all over again .,i download a trial version of comput associ ez firewal and antivirus and fell in love with a comput secur system all over again,download trial version comput associ ez firewal antivirus fell love comput secur system,"['firewal', 'rep', 'home', 'antivirus', 'comput', 'trial', 'system', 'version', 'secur', 'associ']",set(),set()
351,1.0,43.0,352.0,I ca n't NOT_recommend their programs enough .,i ca n't not_recommend their program enough,not_recommend program,['program'],set(),set()
352,1.0,43.0,353.0,And I ca n't NOT_warn you enough to STAY AWAY FROM NORTON ! !,and i ca n't not_warn you enough to stay away from norton,not_warn stay away norton,['norton'],set(),set()
353,1.0,44.0,354.0,I originally bought McAfee VirusScan 7 from Amazon .,i origin bought mcafe virusscan from amazon,origin bought mcafe virusscan amazon,"['virusscan', 'mcafe', 'amazon']",set(),set()
354,1.0,44.0,355.0,"About a month ago , it had an error that I could not NOT_fix and the program would not NOT_update .",about a month ago it had an error that i could not not_fix and the program would not not_upd,month ago error not_fix program not_upd,"['error', 'program', 'money']",set(),set()
355,1.0,44.0,356.0,"Even though I had 6 + months left on the McAfee subscription , I decided to move on and buy Norton Internet Security 2004 ( NIS ) .",even though i had + month left on the mcafe subscript i decid to move on and buy norton internet secur nis,+ month left mcafe subscript decid buy norton internet secur nis,"['norton', 'secur', 'ms', 'mcafe', 'month', 'subscript', 'internet']",set(),set()
356,1.0,44.0,357.0,I did not NOT_have any of the installation problems that people highlighted here .,i did not not_hav ani of the instal problem that peopl highlight here,not_hav ani instal problem peopl highlight,"['problem', 'instal', 'peopl']",set(),set()
357,1.0,44.0,358.0,I did remove all remnants of McAfee before installing and confirmed the Windows XP firewall was off .,i did remov all remnant of mcafe befor instal and confirm the window xp firewal was off,remov remnant mcafe befor instal confirm window xp firewal,"['window', 'firewal', 'remnant', 'mcafe', 'rep']",set(),set()
358,1.0,44.0,359.0,"It was immediately noticeable that NIS slows down my computer ( Pent4 , 256 RAM ) .",it was immedi notic that nis slow down my comput pent4 ram,immedi notic nis slow comput pent4 ram,"['comput', 'ms', 'rep', 'plenti']",{'noticeable'},set()
359,1.0,44.0,360.0,I think it is a combination of the program size taking up resources and the open / close scanning that it does with every program .,i think it is a combin of the program size take up resourc and the open close scan that it doe with everi program,think combin program size resourc open close scan doe everi program,"['cost', 'time', 'scan', 'sourc', 'program', 'combin']",{'close'},set()
360,1.0,44.0,361.0,Is it necessary to scan my MS Money database when I close the program ?,is it necessari to scan my ms money databas when i close the program,necessari scan ms money databas close program,"['pc', 'program', 'databas', 'one']",{'close'},"{('close', 'program')}"
361,1.0,44.0,362.0,I 'm not NOT_sure how it would have been compromised by a virus .,i m not not_sur how it would have been compromis by a virus,m not_sur compromis virus,['virus'],{'not_sure'},set()
362,1.0,45.0,363.0,"I have a modern PC with lots of speed and memory , but this firewall just brought it to a halt .",i have a modern pc with lot of speed and memori but this firewal just brought it to a halt,modern pc lot speed memori firewal brought halt,"['firewal', 'speed', 'past', 'lot', 'memori', 'pc']",{'modern'},"{('modern', 'lots')}"
363,1.0,45.0,364.0,"Start up , log off , log on ... everything became very slow .",start up log off log on everyth becam veri slow,start log log everyth becam veri slow,[],set(),set()
364,1.0,45.0,365.0,Configuring it for a home network was almost impossible .,configur it for a home network was almost imposs,configur home network imposs,"['network', 'home']",{'impossible'},set()
365,1.0,45.0,366.0,Multiple users on one machine never NOT_seemed to behave like you 'd expect .,multipl user on one machin never not_seem to behav like you 'd expect,multipl user machin not_seem behav like expect,"['machin', 'buyer']",set(),set()
366,1.0,45.0,367.0,Avoid at all costs,avoid at all cost,avoid cost,['cost'],set(),set()
367,1.0,45.0,368.0,I just about lost it this morning with this software .,i just about lost it this morn with this softwar,lost morn softwar,"['morn', 'softwar']",set(),set()
368,1.0,45.0,369.0,"While I was trying to play Half Life 2 it started popping up with "" alerts "" every twenty seconds ( literally ) , warning me my antivirus protection was off .",while i was tri to play half life it start pop up with alert everi twenti second liter warn me my antivirus protect was off,tri play half life start pop alert everi twenti second liter warn antivirus protect,"['antivirus', 'alert', 'protect', 'time', 'second']",{'half'},"{('half', 'life')}"
369,1.0,45.0,370.0,But it would n't NOT_let me turn the AV protection back on and it would n't NOT_stop with the alerts .,but it would n't not_let me turn the av protect back on and it would n't not_stop with the alert,not_let turn av protect not_stop alert,"['protect', 'pc', 'alert']",set(),set()
370,1.0,45.0,371.0,"I had tried to uninstall Norton Internet Security a few weeks ago , and it would n't NOT_let me do that either .",i had tri to uninstal norton internet secur a few week ago and it would n't not_let me do that either,tri uninstal norton internet secur week ago not_let,"['secur', 'internet', 'week', 'norton']",set(),set()
371,1.0,45.0,372.0,"I tried it again this morning and it said I did n't NOT_have the required "" permissions "" and lacked proper administrator status .",i tri it again this morn and it said i did n't not_hav the requir permiss and lack proper administr status,tri morn said not_hav requir permiss lack proper administr status,"['administr', 'permiss', 'morn', 'star']",set(),set()
372,1.0,45.0,373.0,On my own home computer .,on my own home comput,home comput,"['comput', 'home']",set(),set()
373,1.0,45.0,374.0,"Of course , if you try to reach Symantec customer service you get useless automated systems unless you want to pay $ 30 per incident .",of cours if you tri to reach symantec custom servic you get useless autom system unless you want to pay $ per incid,cours tri reach symantec custom servic useless autom system want pay $ incid,"['servic', 'custom', 'system', 'hour', 'incid']",{'useless'},"{('symantec', 'service')}"
374,1.0,45.0,375.0,"Meanwhile , the damn alert is still popping up every 20 seconds .",meanwhil the damn alert is still pop up everi second,meanwhil damn alert pop everi second,"['alarm', 'second']",set(),set()
375,1.0,45.0,376.0,"Finally I ran msconfig and went into the "" services "" tab and unchecked every last Norton / Symantec "" service , "" then ran uninstall again .",final i ran msconfig and went into the servic tab and uncheck everi last norton symantec servic then ran uninstal again,final ran msconfig went servic tab uncheck everi norton symantec servic ran uninstal,"['way', 'norton', 'servic', 'uninstal', 'servic', 'msconfig']","{'unchecked', 'uninstall'}","{('symantec', 'service'), ('norton', 'service')}"
376,1.0,45.0,377.0,"This time , it started the uninstallation process , then I left for work . I think it will work . I hope it will work .",this time it start the uninstal process then i left for work i think it will work i hope it will work,time start uninstal process left work think work hope work,"['home', 'work', 'instal', 'process']",set(),set()
377,1.0,45.0,378.0,"I simply hate Symantec . I swear , if I could have physically ripped that software out of my computer with my bare , bleeding hands , I would have .",i simpli hate symantec i swear if i could have physic rip that softwar out of my comput with my bare bleed hand i would have,simpli hate symantec swear physic rip softwar comput bare bleed hand,"['comput', 'kind', 'softwar']",{'bare'},"{('symantec', 'swear')}"
